property,algo,score,tag,className,name,id,href,alt,xpath.chrome,xpath.idxpath,location,dimension,visible_text,neighbour_text,type,aria-label,attributes
visible_text,levenshtein (option),40248.0,jaccard,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
type,equal (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,38280.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,jaroWinkler (option),38304.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,equal (option),38304.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,38712.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38712.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),39000.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),39000.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLinear,39000.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),39096.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),39096.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
neighbour_text,stringSet (option),39096.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
className,stringSet (option),39576.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.chrome,equal,40128.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.idxpath,equal,40248.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.idxpath,equal,38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceManhattan,38472.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),38472.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,38568.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,jaroWinkler (option),38592.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38592.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),38592.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,38688.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,equal (option),38880.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,equal (option),38880.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),38976.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),39168.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
neighbour_text,stringSet (option),39168.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
dimension,aspectRatio,39648.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.idxpath,equal,38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),38568.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),38664.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38664.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
visible_text,levenshtein (option),38664.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
href,equal (option),38760.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
id,jaccard (option),38880.0,equal,stringSet (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
alt,equal (option),38880.0,equal,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
dimension,aspectRatio,39696.0,equal,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
type,equal (option),39696.0,equal,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
tag,jaroWinkler,39792.0,equal,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
location,distanceLinear,39792.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
attributes,intersectValueCompare,39792.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
name,equal (option),39792.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.chrome,equal,40344.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
className,stringSet (option),38280.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),38280.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,38880.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,38976.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),38976.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),38976.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38976.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,39624.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),39624.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),39720.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,equal,39816.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
href,equal (option),40224.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
name,equal (option),40224.0,jaroWinkler,stringSet (option),equal (option),equal (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
location,distanceLinear,40224.0,jaroWinkler,stringSet (option),equal (option),equal (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
id,jaccard (option),40344.0,jaroWinkler,stringSet (option),equal (option),equal (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.idxpath,equal,38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),38184.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),38568.0,equal,levenshtein (option),equal (option),equal (option),equal (option),equal (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38568.0,equal,stringSet (option),equal (option),equal (option),equal (option),equal (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38568.0,equal,stringSet (option),equal (option),equal (option),equal (option),equal (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceManhattan,38664.0,equal,stringSet (option),equal (option),equal (option),equal (option),equal (option),levenshtein,equal,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,jaccard (option),38784.0,equal,stringSet (option),equal (option),equal (option),equal (option),equal (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,equal (option),38784.0,equal,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,38976.0,equal,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,39072.0,equal,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,39648.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),39648.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,equal,distanceManhattan,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),39648.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,equal,distanceManhattan,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),39744.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,equal,distanceManhattan,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,38592.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),38880.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38880.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,jaccard (option),39000.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),39480.0,equal,levenshtein (option),equal (option),jaccard (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),39480.0,equal,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,equal,39600.0,equal,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,39696.0,equal,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,40248.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),levenshtein,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),40344.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),40344.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),levenshtein (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
visible_text,levenshtein (option),40344.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
neighbour_text,stringSet (option),40344.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
location,distanceLinear,40344.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
name,equal (option),40344.0,jaroWinkler,stringSet (option),equal (option),jaccard (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.chrome,equal,38472.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,38568.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,39528.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,39528.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLinear,39528.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),39528.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,jaroWinkler (option),39552.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),39552.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),39648.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,equal,39840.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
type,equal (option),39840.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
className,equal (option),39936.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
name,equal (option),39936.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
visible_text,levenshtein (option),39936.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
href,equal (option),40248.0,jaroWinkler,equal (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
location,distanceManhattan,38376.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),38568.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),38568.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,perimeter,38856.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),38856.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),38952.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38952.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
neighbour_text,stringSet (option),38952.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
href,levenshtein (option),38952.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
alt,equal (option),38952.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
name,equal (option),38952.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.idxpath,equal,38952.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
tag,jaroWinkler,39048.0,equal,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
id,jaroWinkler (option),39072.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.chrome,equal,39168.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),levenshtein,equal,distanceManhattan,perimeter,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
id,jaroWinkler (option),38208.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceManhattan,38304.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,38400.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),38592.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
