property,algo,score,tag,className,name,id,href,alt,xpath.chrome,xpath.idxpath,location,dimension,visible_text,neighbour_text,type,aria-label,attributes
id,levenshtein (option),354728.0,jaccard,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,jaroWinkler,354824.0,jaccard,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),354824.0,jaccard,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355400.0,jaccard,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),355496.0,jaccard,levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),355496.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,355496.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLargeDecay,355640.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),355640.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),355640.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,equal (option),355736.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,levenshtein,355736.0,jaccard,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),355736.0,jaccard,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),354152.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,354224.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,perimeter,354416.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,levenshtein,354416.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),354416.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),354704.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceMediumDecay,355040.0,equal,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,levenshtein,355256.0,equal,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal,levenshtein,distanceMediumDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355736.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal,levenshtein,distanceMediumDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,levenshtein (option),355736.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceMediumDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceSmallDecay,354344.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,area,354344.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,354416.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),354416.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355088.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),355088.0,equal,levenshtein (option),equal (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,levenshtein,355304.0,equal,levenshtein (option),equal (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,levenshtein,355304.0,levenshtein,levenshtein (option),equal (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,jaroWinkler (option),355376.0,levenshtein,levenshtein (option),equal (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),355376.0,levenshtein,jaroWinkler (option),equal (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),355376.0,levenshtein,jaroWinkler (option),equal (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),355472.0,levenshtein,jaroWinkler (option),equal (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),355760.0,levenshtein,jaroWinkler (option),levenshtein (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),355760.0,levenshtein,jaroWinkler (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),354152.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),354152.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),354152.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),354152.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,354224.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,perimeter,354416.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,levenshtein,354416.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355184.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaccard,355496.0,equal,levenshtein (option),levenshtein (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),355784.0,jaccard,levenshtein (option),levenshtein (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLinear,355784.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,levenshtein (option),355784.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),355784.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),355784.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,equal (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),354056.0,equal,equal (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),354056.0,equal,equal (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,perimeter,354152.0,equal,equal (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),354824.0,equal,equal (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),354824.0,equal,equal (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceMediumDecay,355016.0,equal,equal (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),355016.0,equal,equal (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceMediumDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,levenshtein,355304.0,equal,equal (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceMediumDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,355304.0,levenshtein,equal (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceMediumDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),355592.0,levenshtein,equal (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceMediumDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),355592.0,levenshtein,equal (option),equal (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceMediumDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),355640.0,levenshtein,equal (option),equal (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceMediumDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,jaccard,355664.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceMediumDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,levenshtein,355664.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaccard,distanceMediumDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),354152.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),354152.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,jaroWinkler,354248.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,levenshtein,354248.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),354248.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,area,354248.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,equal (option),354248.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),354248.0,equal,equal (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),354536.0,equal,equal (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),354536.0,equal,equal (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,levenshtein,354920.0,equal,equal (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLargeDecay,355064.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),355064.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,355064.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355736.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,354128.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),354224.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaccard,354632.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,jaccard,354824.0,jaccard,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,area,354824.0,jaccard,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),equal,jaccard,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),354824.0,jaccard,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),equal,jaccard,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),355016.0,jaccard,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),equal,jaccard,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355496.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal,jaccard,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLinear,355496.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal,jaccard,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,jaroWinkler (option),355568.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal,jaccard,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),355568.0,jaccard,jaroWinkler (option),levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal,jaccard,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),355568.0,jaccard,jaroWinkler (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,jaccard,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),355568.0,jaccard,jaroWinkler (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,jaccard,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),355568.0,jaccard,jaroWinkler (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,jaccard,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,355568.0,jaccard,jaroWinkler (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,jaccard,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceSmallDecay,354344.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,levenshtein (option),354344.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),354536.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,levenshtein,354920.0,equal,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,354920.0,levenshtein,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),354920.0,levenshtein,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),354920.0,levenshtein,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),355016.0,levenshtein,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),355016.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,355016.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),355016.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355688.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),355688.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,levenshtein,355688.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,perimeter,355784.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),354824.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLargeDecay,355112.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),355400.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,levenshtein,355400.0,equal,levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,area,355400.0,equal,levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
